track_name,artist_name
simple as...,kid cudi
driftwood on the river,don gibson
voices,cheap trick
bound for the floor,local h
foul body autopsy,necrophagist
pineal gland optics,meshuggah
slip away,mumford & sons
wonderous stories,yes
rack 'em up,jonny lang
shapes of things,gary moore
mexican radio,authority zero
third degree,eric clapton
inside out,spoon
moonglow,jerry vale
"i slipped, i stumbled, i fell",elvis presley
i didn't have the nerve to say no,blondie
the man that got away,judy garland
not over you (feat. gavin degraw),sara evans
don't touch me there,reba mcentire
high water,uncle tupelo
lonely afternoon,shakatak
"andante, andante",abba
paradise,herbie hancock
blue velvet,bobby vinton
two of us,aimee mann
helicopter,bloc party
fame and fortune,elvis presley
high tide,danny black
polkas on 45,"""weird al"" yankovic"
i love,joyner lucas
u.n.k.l.e. main title theme,unkle
if i had a hammer,trini lopez
shadows,deep purple
the devil to pay,johnny cash
stop! you're hurting me,magic sam
it only hurts for a little while,don gibson
burning of the midnight lamp,jimi hendrix
island of love,elvis presley
kick out the jams,mc5
daydreamer,david cassidy
sweetest chill,siouxsie and the banshees
only a man,jonny lang
too far from the heart of it all,earl thomas conley
i'm so bored with the u.s.a.,the clash
coquette,dinah washington
shots,lmfao
i don't want to talk about it,rita coolidge
just got paid,*nsync
outside,the ziggens
fever,patti drew
my own prison,creed
still can't...,the cranberries
red roses for a blue lady,dean martin
mio amore,the flamingos
the way i feel inside,the zombies
believe in me,the impressions
give thanks,sizzla
double rainbow,stan getz
hot gal,shaggy
around my heart,x
the devil made me do it,rory gallagher
crowing rooster,memphis slim
you're gonna change (or i'm gonna leave),hank williams
take good care of her,johnny tillotson
something i can never have,nine inch nails
cascade,siouxsie and the banshees
those memories of you,pam tillis
creeping in,soja
gospel plow,bob dylan
bloodhounds on my trail,the black angels
thanks for the memory,ella fitzgerald
you,breaking benjamin
sleepy time gal,the platters
poison pen,molly hatchet
you needed me,anne murray
bandstand boogie,barry manilow
body movin',beastie boys
make it,aerosmith
1994,jason aldean
drunk girl,pepper
you had it comin',nazareth
why go,pearl jam
sadderdaze,the neighbourhood
change of heart,the judds
let it go,tim mcgraw
kerosene,big black
mistress of the salmon salt (quicklime girl),blue öyster cult
four,miles davis quartet
i luv your girl,the-dream
nothing at all (feat. musiq),santana
overcome,creed
it's strange (feat. k.flay),louis the child
lonely road of faith,kid rock
i'll be there,the champs
goodnight my love,the tymes
presence of the lord,eric clapton
a lesson in love,gordon lightfoot
surrender,anderson east
back in n.y.c.,genesis
broken / head over heels,tears for fears
your body is a wonderland,john mayer
games,the strokes
zombies dance,alice cooper
lonely heart,lefty frizzell
love has lost again,johnny cash
we must be in love,the impressions
nightingale,roxy music
i'm leaving you,scorpions
ghosts of cape horn,gordon lightfoot
plain jane,a$ap ferg
sane,meshuggah
don't need you,cross canadian ragweed
in like the rose,black rebel motorcycle club
living it up,lukas nelson and promise of the real
prison grove,warren zevon
"backroads life (feat. charlie farley, demun jones & the lacs)",mud digger
above and beyond (the call of love),rodney crowell
timber,phish
affirmation,savage garden
on the lips,jd mcpherson
junction,popcaan
trap paris,machine gun kelly
live and let die,guns n' roses
life and how to live it,r.e.m.
the kick inside,kate bush
shaky ground,uncle tupelo
happy?,mudvayne
heartbroke,george strait
it's not love (but it's not bad),merle haggard
here's what i'm here for,judy garland
let her cry,hootie & the blowfish
modern slavery,wailing souls
walk all over you,ac/dc
i'm in a crying mood,lavern baker
april's fool,mark chesnutt
the heat,the score
after hanabi -listen to my beats-,nujabes
not enough,3 doors down
ho cake,jj grey & mofro
too rude (for my own good),too rude
strange tidings,"albert hammond, jr."
hanging by a moment,lifehouse
i fucking hate you,godsmack
close your eyes,dan + shay
your decision,alice in chains
mr. man in the moon,patty loveless
tainted love,soft cell
making plans,loretta lynn
stranger in my house,ronnie milsap
lie to me,12 stones
my little suede shoes,charlie parker
moonage daydream,david bowie
living in confusion,phyllis hyman
5.45,gang of four
damn your eyes,etta james
wetter (calling you daddy),twista
oklahoma,jon langston
fanfare,peter frampton
the stillborn one,necrophagist
martyrs,soen
i will,the green
the god behind the pines,l'indécis
hey ladies,destiny's child
get up,shinedown
as you are,dean martin
day 'n' nite,kid cudi
gettin' away with murder,patti austin
"pop, lock & drop it",huey
stardust,johnny mathis
sweet touch of love,allen toussaint
i was born to love you,queen
one more time,peter frampton
smoke my herbz,sizzla
here we go again,george strait
his life for mine,the talleys
perm,bruno mars
survival,yes
dreaming,cream
narc,interpol
fire on fire,alabama
nathan la franeer,joni mitchell
babelogue,patti smith
just me and my telephone,john lee hooker
no walls no ceilings no floors,barbara mandrell
i'll never smile again,the ink spots
wash away,iya terra
feliz navidad,josé feliciano
love.,kendrick lamar
lost in the crowd,shinedown
love hurts (feat. travis scott),playboi carti
what time is it,zac efron
king for a day,xtc
are you crazy?,freddie mcgregor
never too late,pato banton
sing sing sing,bebo best
yes,jay & the americans
i want to know,jimmy cliff
when the levee breaks,a perfect circle
photograph,weezer
no love dying,gregory porter
mo money mo problems (feat. mase & puff daddy),the notorious b.i.g.
break the ice,john farnham
take me home jesus,link wray
bring it on home,led zeppelin
ital fighting,dillinger
clean,incubus
i know,jah roots
eternally,sarah vaughan
everything reminds me of her,elliott smith
"oh, happy day",quincy jones
all the way up,fat joe
tuesday's gone,"hank williams, jr."
bored,billie eilish
stay,club 1600
make up your mind,stiv bators
the best year of my life,eddie rabbitt
that's all right,carl perkins
guilty,gravity kills
sinister purpose,creedence clearwater revival
day by day,astrud gilberto
opportunities (let's make lots of money),pet shop boys
in time,oliver nelson
trash tongue talker,jack white
angel of the morning,bettye swann
forever,kari jobe
shiver shiver,walk the moon
jupiter,311
i know your heart,mel tormé
d.i.v.o.r.c.e.,dolly parton
foreplay / long time,boston
over the edge,little feat
santa claus is coming to town,ella fitzgerald
pour it up,rihanna
the time has come,snowy white
blind man in the dark,gov't mule
"a car, a torch, a death",twenty one pilots
blood again,richie spice
i love you because,johnny cash
invisible sun,the police
punky's dilemma,simon & garfunkel
the call,cantoma
don't leave me,green day
bye bye blackbird,etta jones
ain't misbehavin',leon redbone
eat your dog,bad religion
in my father's house,elvis presley
gang,swans
trippin' on a hole in a paper heart,stone temple pilots
zimbabwe,bob marley & the wailers
jack of diamonds,scott h. biram
you gave me a mountain,marty robbins
suddenly single,waylon jennings
pt. 2,kanye west
phoenix,tesseract
regular john,queens of the stone age
shoulder holster,morcheeba
this time darlin',social distortion
lovely rita,fats domino
the last one,hieroglyphics
who needs you,the orwells
dear mr. fantasy,traffic
still,ray price
say people,ziggy marley & the melody makers
holiday,scorpions
the thrill is gone,jerry garcia
all apologies,herbie hancock
my life's been a pleasure,merle haggard
i gotsta get paid,zz top
superwoman (where were you when i needed you),quincy jones
king kong killa,tekilla
killer,the ready set
significas todo para mi,alberto vazquez
for you,staind
love i can feel,creation rebel
walk on by,vanilla fudge
"yes, we have no bananas",louis prima
snowballed,ac/dc
blues never die,koko taylor
tomorrow is my turn,nina simone
western stars,k.d. lang
green-tinted sixties mind,mr. big
go fuck yourself (gfy),shaggy
take me out to the ballgame,steve goodman
jah give us life,wailing souls
then she did,jane's addiction
teenage frankenstein,alice cooper
every little bit hurts,the spencer davis group
the class of '57,the statler brothers
judy's turn to cry,lesley gore
you're still my man,whitney houston
live at e's,sublime
always,bobby darin
talisman,the guess who
if you like the sound,snow
mojo pin,jeff buckley
i will always love you,linda ronstadt
real live woman,trisha yearwood
never forget you,mariah carey
return to me,connie francis
law years,ornette coleman
riptide,pacific dub
i can't wait much longer,robin trower
black & white,deep purple
so far away,social distortion
the doomed,a perfect circle
love-hate-sex-pain,godsmack
phoenix,wishbone ash
when i've learned,johnny cash
softer than a whisper,hal ketchum
what might have been,sammy kershaw
when he leaves you,shania twain
the dreamer,badfinger
charlie's enormous mouth,frank zappa
cold,the cure
blood and tears,danzig
i'm no longer in your heart,charlie louvin
cold lonesome wind,wayne hancock
is this the beginning of the end?,merle haggard
trailer for rent,pistol annies
only a memory,yanni
she's always singing,the dear hunter
mic drop (steve aoki remix) [full length edition],bts
drones in the valley,cage the elephant
life for the talking,eddie money
hey you there in the mirror,mark chesnutt
caught somewhere in time,iron maiden
davenport blues,ry cooder
when it's over,michael franks
rap promoter,a tribe called quest
bring me some water,melissa etheridge
feel jah,groundation
i ain't gonna let you break my heart again,bonnie raitt
here comes my baby,dean martin
more than a woman,aaliyah
guitar man,bread
a figure walks,the fall
i will remember,queensrÿche
far side of crazy,wall of voodoo
carcass,siouxsie and the banshees
learning to fly,tom petty and the heartbreakers
passing by,zero 7
jazz man,beth hart
somethin' that means somethin',the pharcyde
all the things you are,tony bennett
no man is an island,dennis brown
"what a man, my man is",lynn anderson
wee small hours,astrud gilberto
he tells me he loves me,the delmonas
pigeon song,america
big lie,post malone
levels,avicii
new york state of mind (with billy joel),tony bennett
girl of constant sorrow,joan baez
just one more night,little texas
am radio,everclear
oppressor,black roots
"on, on, on, on...",tom tom club
purple swag,a$ap rocky
cast your fate to the wind,the sandpipers
mama's broken heart,miranda lambert
i'm a rastaman,jacob miller
over 30,krs-one
i fall in love too easily,bill evans trio
dem a come,the abyssinians
jet lag (feat. natasha bedingfield),simple plan
before she does,eric church
4ever,clairo
with imagination (i'll get there),"harry connick, jr."
stolen moments,john hiatt
ocean as well,nahko and medicine for the people
better than anything,natalie cole
i get the bag (feat. migos),gucci mane
the journey,the pretty things
stay beside me,ritchie valens
spirits in the material world,the police
stealin',uriah heep
mama roots (feat. j boog),the green
sentimental lady,fleetwood mac
baby ice dog,blue öyster cult
true to myself,ziggy marley
same old fool,dolly parton
all things,hieroglyphics
just for you,george duke
everlasting arms,vampire weekend
to cut a long story short,spandau ballet
all the massive,todd terry
ram dancehall,shabba ranks
ponderosa,tricky
there goes my everything,engelbert humperdinck
some lessons,melody gardot
all nightmare long,metallica
get to you,the byrds
we all are one,jimmy cliff
i won't have to cross jordan,johnny cash
pass it on,yellowjackets
(take these) chains,judas priest
precious love,slim smith
rotten apple,alice in chains
monsters,matchbook romance
i don't want it,montrose
let me in,the orlons
all of a sudden,josh abbott band
seasons of my heart,willie nelson
fightin' words,ted nugent
the millionaire,dr. hook
shape of love,passenger
life is a song (let's sing it together),count basie
this time,bryan adams
"broke, lovesick, & driftin'",hank williams iii
gcf,descendents
a miss of you,dead moon
we fought hard,billy ray cyrus
live until i die,clay walker
don't seem like we've been together all our lives,merle haggard
blood,band of skulls
go to sleep,the avett brothers
the streets of laredo,don gibson
love hurts,incubus
london,the smiths
this is the time,billy joel
marvins room,drake
it's tricky,run–d.m.c.
can i sleep in your arms,willie nelson
floatin',natural vibrations
swing it like roger,klischée
i'd rather go blind,chicken shack
victim of the game,trisha yearwood
wedding day,roy orbison
day after day,badfinger
screaming and yelling,carole king
watcher of the skies,genesis
die for you,alice cooper
#!*@ me,the notorious b.i.g.
i am broken too,killswitch engage
autotheist movement iii: deconsecrate,the faceless
sunny daze,eric lindell
live and let die,wings
love don't live here anymore,madonna
"mexico, tequila and me",alan jackson
let's do it (let's fall in love),billie holiday
all i've got to do,the beatles
you're gonna lose your gal,the ravens
yours for life,bread
thinkin' about love,small faces
mo money mo problems,the notorious b.i.g.
don't kill the whale,yes
i was a prisoner in your skull,swans
lose that long face,judy garland
cry me a river,natalie cole
blind,korn
lookin' good,magic sam
island of lost souls,blondie
stardust,"harry connick, jr."
brand new lover,dead or alive
blue gardenia,dinah washington
ain't talkin' 'bout love,van halen
welcome,phil collins
for emma,bon iver
needles and pins,del shannon
the righteous & the wicked,red hot chili peppers
"lullabye (goodnight, my angel)",billy joel
don't touch me there,the tubes
when you got a good friend,eric clapton
pills,bo diddley
your disease,saliva
the hottest spot in hell,jj grey & mofro
this spiteful snake,meshuggah
right now!,jackie wilson
what a difference you've made in my life,ronnie milsap
"hong kong, mississippi",bo diddley
queen of hearts,dave edmunds
i need you tonight,backstreet boys
night sprite,chick corea
she's all i've got going,shenandoah
9-9,r.e.m.
on my word of honor,the platters
i was there,green day
"cut my lip (40.6782°n, 73.9442° w)",twenty one pilots
ain't that lonely yet,dwight yoakam
cruising for bruising,basia
mount everest,labrinth
magoo,country joe & the fish
hold the fort,prince far i
double team,tenacious d
mitakuye oyasin,nahko and medicine for the people
kick the dust up,luke bryan
dirty pool,stevie ray vaughan
monster,the brian jonestown massacre
babies,pulp
it's all in your head,diamond rio
yns,yg
(ain't that) good news,sam cooke
nineteen somethin',mark wills
leave me alone,new order
the chain,ingrid michaelson
deception,tesseract
evil things,the black angels
the world looks red,sonic youth
back in this cigarette,jason aldean
one call away,charlie puth
lifetime,maxwell
there goes my gun,pixies
throwdown,the movement
one more time,lynyrd skynyrd
黑色幽默,jay chou
paper planes,m.i.a.
just a dream,jimmy clanton
home,blake shelton
run away with me,carly rae jepsen
bésame mucho (kiss me much),"harry connick, jr."
stay,madonna
you've got to hide your love away,waylon jennings
ya no quiero volver con usted,juan gabriel
thief,ansel elgort
how lucky,john prine
proverbs extractions,pablo moses
bedshaped,keane
goodnight sweetheart,dean martin
get high to this,lil wyte
just to be loved,al jarreau
courtesy call,thousand foot krutch
learn how to fall,paul simon
love is alive,the judds
florentine pogen,frank zappa
levitate,hollywood undead
head above the water,james gang
checking out,allan holdsworth
kiss me,average white band
inamorata and narration by conrad roberts,miles davis
how long,ace
my foolish heart,lesley gore
i love you more today,conway twitty
vixen,miguel
refrigerator door,luke combs
instead,bumpin uglies
the wicked,blues saraceno
oceans (where feet may fail) [feat. avion blackman],christafari
family,rick braun
12 (feat. yg hootie),waka flocka flame
the crazy engineer,hank snow
hey god,lonestar
too much love to hide,"crosby, stills & nash"
high lonesome sound,vince gill
wish you were here,incubus
the horizontal bop,bob seger
quinella,atlanta rhythm section
an ugly death,jay reatard
undo the right,willie nelson
open,rhye
my heart will never know,clay walker
who's crying now,journey
bill bailey won't you please come home,ella fitzgerald
home in my hand,foghat
we found love,rihanna
all about the benjamins,diddy
like young,ella fitzgerald
we can't stop,miley cyrus
kick some ass,stroke 9
turn the page,rush
afraid of love,toto
sideways (feat. citizen cope),santana
ballad of the hard man,thin lizzy
hands of time,groove armada
i believe to my soul,al kooper
the waltz of the angels,jean shepard
sleepy time time,cream
life's greatest fool,gene clark
blowing up the spot,fort knox five
astronomy domine,voivod
i know a place,rita marley
i wished on the moon,ella fitzgerald
any cure,the subdudes
he can be found,the louvin brothers
takes my breath away,tuck & patti
ready to take a chance again,barry manilow
outta control,50 cent
phoenix,dan fogelberg
warm,the skyliners
san bá,vicente garcia
i love you,annette funicello
simple as that,lonestar
together tonight,brian culbertson
will you love me tomorrow,brenda lee
i've been in love before,cutting crew
what you think about...,st germain
no other,gene clark
while we speak,chuck loeb
somewhere,dave brubeck
mr. soul,buffalo springfield
no time to live,traffic
"don't mess with us (karioli, min ta vazeis me mas)",to paidi thavma
black licorice,grand funk railroad
novacaine,10 years
now you're gone,whitesnake
red eyes and tears,black rebel motorcycle club
chandan ka palna resham ko dori,lata mangeshkar
smoke rings,les paul
south of santa fe,brooks & dunn
my tears are overdue,george jones
take me home country roads,daryle singletary
the black angel's death song,the velvet underground
straight tequila night,john anderson
step into my life,incognito
can't sleep without it,slim smith
2 / 14,the band camino
girl next door,long beach shortbus
soul,asheru and blue black of the unspoken heard
you'll always find me in the kitchen at parties,jona lewie
is it cold in here,joe diffie
how do you love someone,ashley tisdale
guiltiness,bob marley & the wailers
bur boy,junior byles
social living,burning spear
dead end,chon
mad izm,channel live
wanna don't wanna,reignwolf
nearness of you,chris botti
all the gold in california,larry gatlin & the gatlin brothers
better than it used to be,rhett akins
take out the gunman,chevelle
angel,sarah mclachlan
summertime is in our hands,michael franti & spearhead
love has gone,four tops
homesick,the vines
danny boy,andy williams
sail around the world,david gates
brother,alice in chains
rules of the road,tony bennett
21st century breakdown,green day
candy (feat. trippie redd),machine gun kelly
poor wandering one,linda ronstadt
mystery of love,sufjan stevens
from a jack to a king,hank snow
i've got mine,charlie rich
alone in the dark,john hiatt
knockin' on heaven's door,luciano
in the beginning,mötley crüe
summer of roses,willie nelson
having a good time,thin lizzy
calico girlfriend,michael nesmith
get down,craig mack
reggae feeling,anthony johnson
autumn,edgar winter
take it or leave it,the strokes
bound universe,abul mogard
next year,foo fighters
first love,seals and crofts
poutin',ben webster
blow your mind,redman
sentenced,stick figure
lonely wine,roy orbison
5-10-15 hours,ruth brown
inside whats within behind,meshuggah
the house jack built,metallica
sunset,nitin sawhney
i'll be true to you,the monkees
sick cycle carousel,lifehouse
lillian,the dear hunter
you're gonna be,reba mcentire
shut it down,luke bryan
sweet and lovely,george shearing
memory lane,tim mcgraw
king of bones,black rebel motorcycle club
breaking the silence,queensrÿche
enola gay,orchestral manoeuvres in the dark
the last waltz,engelbert humperdinck
amnesia,the tubes
old friend,phyllis hyman
war,wailing souls
thunintha pin,ghantasala
sheep,mt. joy
promises,lyle lovett
zip-a-dee-doo-dah,louis armstrong
young and wild,zac brown band
chills & fever,samantha fish
real hip hop,lil' flip
good day to die,godsmack
april showers,sugarland
star sign,teenage fanclub
friend of the devil,mumford & sons
ghost,halsey
stone,alice in chains
another one bites the dust,queen
kissin' by the mistletoe,aretha franklin
indian summer,miles davis
don't go,candy dulfer
crying,jay & the americans
warning labels,doug stone
something to brag about,george jones
all the way,bob berg
basketball,kurtis blow
guitar,cake
real real gone,van morrison
should i?,shinehead
stand up (remastered),the band
this way,khalid
big city life,mattafix
release me,conway twitty
